bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
12226,CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),James Lamar Roberts/Tennessee Williams/CliffsNotes,3.7,0822005336,9.78082E+12,en-GB,88.0,10,0,01/05/1965,Cliffs Notes
18373,Flowers for Algernon,Daniel Keyes,4.12,0156030306,9.78016E+12,eng,311.0,337596,9949,05/01/2005,Harvest Books
5094,The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,0451210859,9.78045E+12,eng,463.0,173022,5139,08/05/2003,Signet
10912,Picture Perfect,Jodi Picoult,3.54,0425185508,9.78043E+12,eng,369.0,46383,2502,07/02/2002,Berkley
30068,The Book of the Dead (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child,4.13,0446576980,9.78045E+12,eng,454.0,27050,947,8/14/2006,Warner Books (NY)
13834,The Realms of the Gods (Immortals  #4),Tamora Pierce,4.32,141690817X,9.78142E+12,eng,347.0,46937,665,01/01/2006,Simon Pulse
27897,On a Dark Night I Left My Silent House,Peter Handke/Krishna Winston,3.27,0374175470,9.78037E+12,eng,186.0,179,14,11/08/2000,Farrar Straus Giroux
23257,The Great Philosophers: An Introduction to Western Philosophy,Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle,4.07,019289322X,9.78019E+12,eng,352.0,359,18,1/18/2001,Oxford University Press  USA
2306,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton/R.W.B. Lewis,4.3,0940450313,9.78094E+12,eng,1328.0,446,29,05/12/1986,Library of America
18963,Morgoth's Ring (The History of Middle-Earth  #10),J.R.R. Tolkien/Christopher Tolkien,4.13,0395680921,9.7804E+12,eng,478.0,1619,44,12/14/1993,Houghton Mifflin Harcourt
3088,A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,4.1,0451521412,9.78045E+12,eng,449.0,2450,113,02/04/1986,Signet
40459,Ragtime,E.L. Doctorow,3.88,0553026003,9.78055E+12,eng,369.0,210,37,03/01/1977,Bantam Books
3687,The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,4.11,0142004200,9.78014E+12,en-US,816.0,170,21,09/07/2004,Penguin Books
18184,The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,Ian        Martin/Katie Elliott,5.0,0851621813,9.78085E+12,eng,96.0,1,0,06/01/2004,Boosey & Hawkes Inc
20660,Tin House: Evil (Volume 8 no. 3),Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine,3.9,0977698947,9.78098E+12,eng,224.0,29,1,04/06/2007,Tin House Magazine
10780,Hemingway: The Paris Years,Michael S. Reynolds,4.17,0393318796,9.78039E+12,eng,402.0,490,35,5/17/1999,W. W. Norton  Company
22230,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,0440416779,9.78044E+12,eng,186.0,1969,252,05/11/2004,Laurel Leaf
4454,The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,4.05,0743243153,9.78074E+12,en-US,318.0,1314,98,02/04/2003,Touchstone
14748,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,3.72,0743418174,9.78074E+12,eng,376.0,269843,5384,04/02/2002,Washington Square Press
21819,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,3.94,0553053191,9.78055E+12,en-US,363.0,90,11,11/01/1988,Bantam
2906,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,4088732138,9.78409E+12,jpn,189.0,41,3,01/05/2002,Shueisha
10593,The Shining,Stephen King/Campbell Scott,4.22,0743537009,9.78074E+12,eng,16.0,357,107,08/02/2005,Simon & Schuster Audio
29085,Sam And The Firefly (Beginner Books),P.D. Eastman,4.17,0001713191,9.78E+12,eng,64.0,5,0,6/17/1985,Collins
6293,Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,Jamie Jensen,3.96,1566917662,9.78157E+12,en-US,964.0,448,21,3/31/2006,Rick Steves
42849,The Dog Who Loved Too Much: Tales  Treatments and the Psychology of Dogs,Nicholas Dodman,4.08,0553375261,9.78055E+12,eng,258.0,691,35,03/03/1997,Bantam
6342,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,Eva Brann,4.58,1589880080,9.78159E+12,eng,378.0,20,2,03/01/2004,Paul Dry Books
31226,The Janson Directive (Paul Janson  #1),Robert Ludlum,3.86,0312989385,9.78031E+12,eng,693.0,7281,259,10/19/2003,St. Martin's Paperbacks
5296,An Ideal Husband,Oscar Wilde,4.04,048641423X,9.78049E+12,eng,78.0,32946,895,02/05/2001,Dover Publications
27006,Chop Shop (Bug Man  #2),Tim Downs,4.22,1582294011,9.78158E+12,eng,352.0,923,75,07/01/2004,Howard Books
19383,Cliffs Notes on Voltaire's Candide,James K. Lowers/CliffsNotes/Voltaire,3.4,0822002833,9.78082E+12,eng,80.0,9,3,3/29/1965,Cliffs Notes
37526,Henry V,William Shakespeare/Barbara A. Mowat/Paul Werstine/Michael Neill,3.88,0743484878,9.78074E+12,eng,294.0,35155,832,6/22/2004,Washington Square Press
20929,Fantasy Gone Wrong,Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman,3.45,0756403804,9.78076E+12,eng,309.0,229,33,09/05/2006,DAW
30812,Chew on This: Everything You Don't Want to Know About Fast Food,Eric Schlosser/Charles   Wilson,3.76,0618710310,9.78062E+12,eng,259.0,3745,841,05/10/2006,Houghton Mifflin
1693,On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,4.03,0024021504,9.78002E+12,eng,191.0,2335,67,01/11/1958,Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN)
9030,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,0553813536,9.78055E+12,eng,496.0,1278,207,04/01/2004,Bantam Press
14286,Open Secrets,Alice Munro,4.07,0679755624,9.78068E+12,eng,304.0,4038,297,11/07/1995,Vintage
40540,PHP and MySQL Web Development (Developer's Library),Luke Welling/Laura Thomson,3.96,0672326728,0752063326725,en-US,1008.0,590,31,10/01/2004,Sams
5890,The Woman in White,Wilkie Collins/Matthew Sweet,4.0,0141439610,9.78014E+12,eng,672.0,108060,5168,2/27/2003,Penguin Classics
9591,Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,3.79,0385333811,9.78039E+12,en-US,318.0,7213,139,01/12/1999,Dial Press Trade Paperback
43407,Alles ist erleuchtet,Jonathan Safran Foer/Dirk van Gunsteren,3.9,3462032178,9.78346E+12,ger,384.0,39,4,2/20/2003,Kiepenheuer & Witsch
13891,Winter's Heart (The Wheel of Time  #9),Robert Jordan,3.94,081257558X,9.78081E+12,eng,780.0,86944,1442,01/07/2002,Tor Fantasy
7739,Gulliver's Travels,Gill Harvey/Jonathan Swift,3.35,0794503292,9.78079E+12,eng,64.0,13,3,1/29/2008,Usborne Books
3973,Ilium (Ilium  #1),Dan Simmons,4.03,0380817926,9.78038E+12,eng,752.0,21973,905,6/28/2005,HarperTorch
10757,Lay Down My Sword And Shield (Hackberry Holland  #1),James Lee Burke,3.89,0752842692,9.78075E+12,eng,320.0,1680,117,09/04/2003,Orion
20564,The Mill on the Floss,George Eliot/A.S. Byatt,3.79,0141439629,9.78014E+12,eng,579.0,41816,1337,2/27/2003,Penguin Classics
24288,Les Miserables (Stepping Stones),Monica Kulling/Victor Hugo,4.28,067986668X,9.78068E+12,eng,112.0,554,52,3/14/1995,Random House
3207,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,4.17,0300044887,9.7803E+12,eng,352.0,114,11,09/10/1989,Yale University Press
12882,Operation Shylock. Ein Bekenntnis,Philip Roth,3.77,3446176934,9.78345E+12,ger,464.0,1,0,01/01/1994,Carl Hanser
28860,El Evangelio Según Jesucristo,José Saramago/Basilio Losada,4.29,8466300651,9.78847E+12,spa,480.0,34,6,10/01/2001,Santillana USA Publishing Company
2370,John Adams,David McCullough,4.06,0684813637,9.78068E+12,en-US,752.0,1852,285,05/01/2001,Simon & Schuster
41991,Les Saveurs de la vie,Maeve Binchy,3.96,2266129376,9.78227E+12,fre,893.0,6,1,6/19/2003,Pocket
3997,The Great House of God,Max Lucado,4.25,0849942985,9.78085E+12,eng,240.0,1101,58,10/31/2001,Thomas Nelson
8971,Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,3.17,1560258012,9.78156E+12,eng,371.0,139,25,12/29/2006,Thunder's Mouth Press Books
15312,What the Corpse Revealed,Hugh    Miller,3.79,0312975732,9.78031E+12,eng,320.0,297,18,12/15/2000,St. Martin's True Crime
13530,Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,Geraldine Brooks,3.85,0385483732,9.78039E+12,eng,240.0,1428,204,1/19/1999,Anchor Books
12684,The Shining,Stephen King,4.22,1417618256,9.78142E+12,eng,505.0,8,2,10/01/2002,Turtleback Books
40219,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,3.53,0786885599,9.78079E+12,eng,256.0,1944,93,3/15/2000,Hachette Books
17982,The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,4.41,0006499260,9.78001E+12,eng,261.0,186,12,04/01/2010,HarperCollins
5375,The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,4.0,0978655567,9.78098E+12,eng,341.0,59,8,10/01/2006,Firelight Press
33295,The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,Pavel Tsatsouline,4.0,0938045555,9.78094E+12,en-US,218.0,908,63,01/01/2010,Dragon Door Publications
22944,Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,3.41,0812551249,9.78081E+12,en-GB,399.0,1,0,02/01/2004,Tor Fantasy
7269,Essentials of Conservation Biology,Richard B. Primack,3.92,087893720X,9.78088E+12,eng,585.0,37,1,6/21/2007,Sinauer Associates
22288,Haunted,Chuck Palahniuk,3.59,1400032822,9.7814E+12,eng,419.0,78280,3745,04/11/2006,Anchor
1720,Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,4.27,0806128941,9.78081E+12,eng,584.0,229,16,1/15/1998,University of Oklahoma Press
4117,The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,3.9,0689837143,9.78069E+12,en-US,224.0,1782,197,09/01/2003,Simon & Schuster Childrens Books
19313,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.18,0140503447,9.78014E+12,en-US,32.0,830,41,10/29/1981,Puffin Books
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,0802131786,9.7808E+12,eng,318.0,53206,2376,01/06/1994,Grove Press
35128,With Friends Like These...,Alan Dean Foster,3.94,0345323904,9.78035E+12,eng,236.0,2277,28,11/12/1977,Del Rey
17915,Arcadia,Tom Stoppard,4.19,1568651376,9.78157E+12,eng,97.0,48,3,05/01/1995,Doubleday Books
20425,The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken/Quentin Blake,4.33,1903015073,9.7819E+12,eng,62.0,35,5,08/01/2000,Barn Owl Books
20668,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,4.11,0684838915,9.78068E+12,eng,288.0,1106,85,4/24/1998,Scribner
11715,The English Patient: A Screenplay (Screen and Cinema),Anthony Minghella/Michael Ondaatje,3.86,0413715000,9.78041E+12,eng,224.0,25,1,2/24/1997,Bloomsbury Methuen Drama
4832,Midnight's Children,Salman Rushdie,3.98,0330267140,9.78033E+12,eng,463.0,364,46,04/08/1982,Picador
28385,In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve/Christopher Prendergast,4.4,0143039075,9.78014E+12,eng,576.0,5355,238,1/25/2005,Penguin Classics
15015,Conversations with God: An Uncommon Dialogue  Book 1,Neale Donald Walsch,4.18,0399142789,9.7804E+12,eng,240.0,26465,1276,10/29/1996,Berkley
11121,Gulliver's Travels,Jonathan Swift/Robert A. Greenberg,3.57,0393099415,9.78039E+12,eng,432.0,174,9,03/01/1980,W. W. Norton & Company
45220,I Never Promised You a Rose Garden,Hannah  Green/Joanne Greenberg,3.87,0451160312,9.78045E+12,eng,288.0,24126,609,11/07/1989,Signet
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.61,081297106X,9.78081E+12,eng,356.0,106493,6561,12/30/2003,Random House Trade Paperbacks
30165,The Valentine Legacy (Legacy #3),Catherine Coulter,3.88,0515118362,9.78052E+12,eng,406.0,2133,42,09/01/1996,Berkley Books
16343,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,3.99,0646418432,9.78065E+12,eng,121.0,196377,3885,10/21/2002,Deodand
34161,Seven Men and Two Others,Max Beerbohm,3.88,1853754153,9.78185E+12,eng,288.0,58,8,01/09/2001,Carlton Publishing Group
33957,Spooks: The Haunting of America: The Private Use of Secret Agents,Jim Hougan,4.12,0688033555,9.78069E+12,eng,478.0,24,1,08/01/1978,William Morrow & Company
14934,Sense and Sensibility,Jane Austen/Claudia L. Johnson,4.07,039397751X,9.78039E+12,eng,269.0,768,68,10/30/2001,W. W. Norton & Company
30446,Schöne Lügen,Rachel Ryan/Sandra Brown,3.6,3442354994,9.78344E+12,ger,255.0,13,1,09/01/2001,Goldmann
13203,Celebrations: Rituals of Peace and Prayer,Maya Angelou,4.13,1400066107,9.7814E+12,eng,128.0,748,105,10/24/2006,Random House
31360,Children of the Mind (Ender's Saga  #4),Orson Scott Card,3.76,0765304740,9.78077E+12,eng,370.0,84877,1989,8/24/2002,Tor Books
41344,Maison Ikkoku  Volume 8 (Maison Ikkoku  #8),Rumiko Takahashi,4.23,1591165628,9.78159E+12,eng,288.0,283,5,11/01/2004,Viz Media
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,0060554738,9.78006E+12,en-US,464.0,20529,1592,09/06/2005,It Books
12321,Beyond Good and Evil,Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner,4.01,014044923X,9.78014E+12,eng,240.0,48651,1115,2/27/2003,Penguin Classics
40460,Ragtime in Simla (Joe Sandilands  #2),Barbara Cleverly,3.84,0385339720,9.78039E+12,en-US,368.0,60,10,7/25/2006,Delta
12147,Watership Down,Richard  Adams,4.06,0743277708,9.78074E+12,en-US,476.0,6115,752,11/01/2005,Charles Scribner's Sons
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,9.78159E+12,eng,192.0,16666,299,9/13/2005,VIZ Media LLC
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,0822549204,9.78082E+12,eng,144.0,105,5,10/01/1994,Lerner Publications
19371,The Adventures of Huckleberry Finn,Mark Twain/Peter Coveney,3.82,0141439645,9.78014E+12,eng,394.0,1980,66,1/30/2003,Penguin Books
16593,The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,3.39,0803266553,9.7808E+12,eng,189.0,208,38,10/01/2006,Bison Books
4451,People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,3.98,0684848597,9.78068E+12,en-CA,272.0,6256,459,01/02/1998,Touchstone
40189,A Year in Provence,Peter Mayle,3.96,0679731148,9.78068E+12,eng,207.0,54963,2554,06/04/1991,Vintage
45585,Bella y oscura,Rosa Montero,3.66,843221728X,9.78843E+12,spa,204.0,293,31,03/01/2006,Planeta Publishing
23895,El amor en los tiempos del cólera,Gabriel García Márquez,3.91,8467204362,9.78847E+12,spa,430.0,54,1,01/01/1985,Círculo de Lectores
45201,A Passage to India,E.M. Forster,3.68,0140274235,9.78014E+12,en-GB,288.0,441,40,09/03/1998,Penguin Books
26920,The Darling,Russell Banks,3.78,0060957352,9.78006E+12,en-US,400.0,1986,246,10/11/2005,Harper Perennial
13451,Storm of the Century,Stephen King,3.92,067103264X,9.78067E+12,eng,376.0,18255,266,02/01/1999,Pocket
1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,4.08,0814326110,9.78081E+12,eng,152.0,12,0,07/01/1995,Wayne State University Press
5490,Children of the Alley,Naguib Mahfouz/Peter Theroux,4.1,0385264739,9.78039E+12,eng,464.0,1192,131,10/18/1996,Anchor
2178,Flaubert in Egypt: A Sensibility on Tour,Gustave Flaubert/Francis Steegmuller,3.62,0140435824,9.78014E+12,eng,230.0,378,31,3/30/1996,Penguin Books (Penguin Classics)
42597,Twelfth Night: Or What You Will,William Shakespeare/Elizabeth Story Donno/Penny Gay,3.98,052153514X,9.78052E+12,eng,186.0,62,7,3/15/2004,Cambridge University Press
24594,Selections from the Oakland Tribune Archives (Images of America: California),Annalee Allen,3.0,073854678X,9.78074E+12,eng,128.0,2,1,10/30/2006,Arcadia Publishing (SC)
34473,In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,4.09,0918172020,9.78092E+12,eng,56.0,6674,480,12/01/1977,Leete's Island Books
9660,How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,3.6,1585424994,9.78159E+12,eng,313.0,1316,80,07/06/2006,Tarcherperigee
29253,Here We All Are,Ram Dass/Richard Alpert,4.21,1401910440,9.7814E+12,en-GB,0.0,61,6,12/15/2005,Hay House
45480,The Amber Spyglass (His Dark Materials  #3),Philip Pullman/Ian Beck,4.09,0375846735,9.78038E+12,en-US,518.0,562,61,09/01/2007,Alfred A. Knopf Books for Young Readers
16894,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,3.95,0393959058,9.78039E+12,eng,482.0,233,23,8/19/1992,W.W. Norton & Company
11426,Family (Firstborn  #4),Karen Kingsbury,4.42,0842387463,9.78084E+12,eng,345.0,8370,143,10/01/2006,Tyndale House Publishers
10982,Selected Short Stories,William Faulkner,4.09,0679424784,9.78068E+12,eng,320.0,1017,64,5/18/1993,Modern Library
23734,Nausicaä De La Vallée Du Vent  Tome 4,Hayao Miyazaki,4.59,2723433927,9.78272E+12,fre,144.0,29,2,06/12/2001,Glénat
45350,Suffering and the Sovereignty of God,John Piper/Justin Taylor/Mark Talbot/David A. Powlison/Steve Saint/Dustin Shramek/Carl Ellis,4.3,1581348096,9.78158E+12,eng,254.0,652,47,9/13/2006,Crossway Books
40573,Graphic Design Now,Charlotte Fiell/Peter Fiell,3.43,382284778X,9.78382E+12,eng,349.0,67,2,11/01/2005,Taschen
15535,Rings of Ice,Piers Anthony,3.34,0380000369,9.78038E+12,eng,191.0,403,23,11/01/1987,Avon Books
13951,The Case Of The Golden Key (Jigsaw Jones Mystery #19),James Preller/Jamie  Smith,3.88,0439426286,9.78044E+12,eng,80.0,87,10,09/01/2002,Scholastic Paperbacks
31856,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,4.07,0465056741,9.78047E+12,eng,640.0,1145,56,10/08/1999,Basic Books
16616,The Book of Leviathan,Peter Blegvad,4.16,1585670987,9.78159E+12,en-US,160.0,631,52,4/23/2001,Harry N. Abrams
13611,ヒカルの碁 12、新初段シリーズ,Yumi Hotta/Yumi Hotta,4.24,4088731107,9.78409E+12,jpn,189.0,9,2,05/06/2001,集英社
8510,Who Was Thomas Jefferson?,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,4.07,0448431459,9.78045E+12,eng,103.0,692,80,7/28/2003,Penguin Workshop
13737,The Twelve Kingdoms: Sea of Shadow (The Twelve Kingdoms  #1),Fuyumi Ono/小野 不由美/Akihiro Yamada/山田 章博/Elye J. Alexander/Alexander O. Smith,4.2,1598169467,9.7816E+12,en-US,464.0,2504,172,3/13/2007,TokyoPop
13860,The Wizard's Apprentice (The Keepers  #2),Jackie French Koller/Rebecca Guay,3.8,0689855923,9.78069E+12,eng,175.0,353,20,12/01/2003,Aladdin
40215,Theft: A Love Story,Peter Carey,3.43,0307263711,9.78031E+12,eng,269.0,2561,277,05/09/2006,Alfred A. Knopf
14169,Touching the Rock: An Experience of Blindness,John M. Hull/Oliver Sacks,3.98,067973547X,9.78068E+12,eng,248.0,141,24,06/02/1992,Vintage
44882,Code,Charles Petzold,4.39,0735611319,9.78074E+12,eng,400.0,4919,418,10/21/2000,Microsoft Press
15788,White Man's Grave,Richard Dooling,3.94,031213214X,9.78031E+12,eng,400.0,367,48,3/15/1995,Picador USA
17593,Red  White  and Black: The Peoples of Early North America,Gary B. Nash,3.79,0139567569,9.78014E+12,eng,362.0,170,7,7/14/1999,Prentice Hall
22414,The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,3.74,0262681358,9.78026E+12,eng,282.0,609,90,2/22/2002,MIT Press
23704,Maison Ikkoku  Volume 14 (Maison Ikkoku  #14),Rumiko Takahashi,4.3,1421501422,9.78142E+12,eng,240.0,245,6,12/13/2005,VIZ Media LLC
29058,Cervantes in Algiers: A Captive's Tale,Maria Antonia Garcés,3.14,0826514707,9.78083E+12,eng,368.0,7,1,06/01/2005,Vanderbilt University Press
15725,Galapagos: A Natural History,Michael H. Jackson,3.88,1895176409,9.7819E+12,eng,336.0,98,10,6/30/1994,University of Calgary Press
13784,Tramps Like Us  Volume 9,Yayoi Ogawa,4.32,1595324399,9.7816E+12,en-GB,185.0,562,11,06/01/2006,TokyoPop
4362,Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,4.12,0312426038,9.78031E+12,eng,507.0,643,61,09/05/2000,St. Martin's Press
10346,The Medici Giraffe and Other Tales of Exotic Animals and Power,Marina Belozerskaya,3.53,0316525650,9.78032E+12,eng,414.0,224,37,8/21/2006,Little  Brown and Company
45420,The Home Front,Brian Braithwaite/Noelle Walsh/Glyn Davies,3.4,0852237510,9.78085E+12,eng,192.0,1,1,2/23/1989,Ebury Press
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,4.04,0060894083,9.78006E+12,eng,344.0,20695,714,5/30/2006,Harper Perennial
33671,Virgin,James Patterson,3.86,0070488207,9.78007E+12,eng,210.0,307,28,01/01/1980,McGraw-Hill Companies
7734,Gulliver's Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,3.57,0192805347,9.78019E+12,eng,422.0,258,21,03/10/2005,Oxford University Press
7975,High Rhulain (Redwall  #18),Brian Jacques/David Elliot,4.12,0399242082,9.7804E+12,eng,341.0,134,11,9/22/2005,Philomel Books
